word,average
cent^what,1.0
ve,18.5
thl,1.0
adventure-tlfafs,1.0
vh,1.0
lez,1.0
l^stopher,1.0
twye,1.0
th.n,1.0
lr,1.0
ade,1.0
slone,1.0
wiu,1.0
ee,1.6666666666666667
tsl,1.0
rrtre^rr,1.0
walodark,1.0
wecoi^dn't,1.0
w—aiv,1.0
nt,3.0
swo^e^iftou,1.0
beca,1.0
t3,1.0
98,1.2
hucklebbitrt,1.0
btateroom,1.0
niasr,1.0
bnx,1.0
lintem,1.0
what/o,1.0
plotters,1.0
99,1.0
ihavs,1.0
ivant,1.0
tliem,4.0
long's,1.0
wlacro,1.0
bertli,1.0
atreed,1.0
bom,9.0
ting,2.3333333333333335
les,2.0
doit,1.0
shooting^a,1.0
bva,1.0
nnf,1.0
ventures,1.0
idoa,1.0
gethcr,1.0
we've,1.8333333333333333
wruck,1.0
kiuin,1.0
jiml,1.0
hnnt,1.0
aui't,1.0
fiooo,1.0
h0bal8,1.0
bta,1.0
ifefe-hs=-^,1.0
huntino,1.0
101,1.2
fix-f,1.0
qnick-hurry,1.0
baf,1.0
ob,2.6666666666666665
losdt,1.0
lobdt,1.0
ril,1.3333333333333333
cntchcd,1.0
hrcath,1.0
sentimentcring,1.0
havo,1.0
tezas,1.0
e80ai,1.0
tnn,2.0
fitom,1.0
108,1.1428571428571428
comoout,1.0
shovo,1.0
ibout,2.0
murdei-ers,1.0
104,1.2857142857142858
finht,1.0
staid,8.0
upf,1.0
skiflf,1.0
shore-light,1.0
by-aud-by,2.0
roost,1.0
105,1.0
giye,1.0
lam,2.0
this'n,2.0
ai^d,1.0
homback,1.0
demed,1.0
pf^ois,1.0
9,4.142857142857143
ju.ijim,1.0
mmmmmm0mmgf0is,1.0
rfss^w^swww,1.0
n^f-,1.0
106,1.0
hugklebebry,1.0
stem-first,1.0
creturl,1.0
wish't,1.0
steam-ferry,1.0
8inkin0,1.0
107,1.0
skill,1.0
thx,3.0
mgfi,1.0
wk,1.0
tubhid,1.0
nr,2.0
ksd,1.0
8lkft,1.0
skis,1.0
fy-and-by,1.0
ofle,1.0
seegara,1.0
gen,2.4
eral,1.5
advent,2.0
ures,2.0
sui,1.0
tttrninq,1.0
lawki,1.0
110,1.2
adventure8,2.0
outj,1.0
wan,1.75
urn,3.5
bkasely,1.0
souormun,1.0
ouless,1.0
vhat,2.0
boloxon,1.0
jinxion,1.0
witks,1.0
tjiey,1.0
no_isdatso,1.0
roun'de,1.0
blimblammin,1.0
no-'deed,1.0
docause,1.0
warnh,2.0
cr,2.0
evor,1.0
dah-dat,1.0
dish-yer,2.5
no-i,1.0
would'n,1.0
point-blame,1.0
piuts,1.0
til,2.0
1^1,2.0
113,1.0
adventubea,1.0
spate,1.0
souermun,1.0
btobt,1.0
bollxhxun,1.0
diflfunt,1.0
os,1.4
lil,1.0
frkkcn,1.0
spose,9.0
polly-voo-franzy—yfhat,1.0
nufe,1.0
ua,1.5
k'lfk^05l|,1.0
i^j,1.0
114,1.0
buckleberrt,3.0
oris,1.0
cither,1.0
datf,1.0
worda-you,1.0
bkll,1.0
baft,1.0
me-and,1.0
fk,1.0
116,1.0
hweleberry,1.0
flow,1.0
lusiness,1.0
mnch,1.0
troubli,1.0
dirftstly,1.0
thro,1.6
wns,1.0
htiund,1.0
cur,1.3333333333333333
rent,1.0
swun,1.0
ae,1.0
nothinj,1.0
ivnk,1.0
atural,1.0
whoopiaf,1.0
rritt,1.0
btill,1.0
fl,4.0
foo,1.0
flout,1.0
roj^uiar,1.0
niilo,1.0
fjiiiet,1.0
ifteen,1.0
thip,1.0
ko,1.0
irself,1.0
yott,1.0
myl,1.0
jutt,1.0
akono,1.0
8ma0s,1.0
tow-heads,1.0
isoth,1.0
whowps,1.0
amongat,1.0
mmmm,2.0
118,1.0
abventursa,1.0
jack-o-lantern,1.0
knowej,1.0
wis,1.0
a8lebp,1.0
ratt,1.0
ruck,1.0
finds,1.0
119,1.0
otlor,1.0
niy,1.0
aiu,1.0
olelluck,1.0
hoio,1.0
btuff,1.0
hainh,1.0
lis,1.5
w^s,1.0
120,1.0
hugklebebet,1.0
hummin,1.0
tra8h,1.0
121,1.0
tras,1.0
jain,1.0
traah,1.0
fren's,1.0
a.i,1.0
aaraibkswwjotbaeehsiiail,1.0
vy,1.0
mon,2.0
strous,1.0
wams,1.0
tiiore,1.0
amountbd,1.0
somxtbino,1.0
beino,1.0
2e,1.0
123,1.0
jack-o-lanterns,1.0
lightning-bugs,1.0
treinbly,1.0
tliacs,1.0
eays,3.0
tliought,2.0
myseli,1.0
mrmmltm,1.0
124,1.0
finf,1.5
difeerence,1.0
gealman,1.0
iiirm't,1.0
wbite,1.0
lib,1.0
125,1.0
r'ggers,1.0
we'ye,1.0
i'if,1.0
esee,1.0
126,1.0
head-line,1.0
fc,1.5
bot,1.0
tf,1.0
aro,2.0
we're,2.0
mmmiawwi^i,1.0
timriumi,1.0
rmyf,1.0
tk0il,1.0
currency,1.0
127,1.0
hoats,1.0
abbb,1.0
huce,1.0
mtm,2.0
128,1.0
adventurea,2.0
buoklebihiit,1.0
show-when,1.0
-8pose,1.0
bad-i,1.0
jusi,2.0
t^heu,1.0
imd,1.0
ig,2.0
ked,1.0
jim-ole,1.0
was'already,1.0
oflf,6.5
129,1.0
bothcrin,1.0
rattle-snake,1.0
180,1.3333333333333333
adventubes,1.5
ffweleberrt,1.0
slioved,2.0
auybody,1.0
foolishnesa,1.0
snake-bkin,1.0
rafta,1.0
tern,1.3333333333333333
u3,1.0
cmart,1.0
shn,1.0
oft,2.5
ciissing,1.0
bide,4.0
arm-pits,2.0
ec,1.0
swimmtno,1.0
181,1.0
nu,1.0
wua,1.0
two-milo,1.0
clum,1.0
beo,1.0
howung,1.0
uud,1.0
burking,1.0
oumbinu,1.0
4u£,1.0
^ut.4i,1.0
eouse,1.0
thbrlt,1.0
133,1.0
door-steps,1.0
barrfed,1.0
jib,1.0
arras,2.0
lyiiiy,1.0
134,1.0
uo,2.0
frowsy-headed,1.0
avas,2.0
shephcrdsons,1.0
ifever,1.0
wmw,1.0
ip,1.5
135,1.0
witk,1.0
jay,1.0
tt/mca,1.0
butter-milk,1.25
ixji,1.0
ulr,1.0
136,1.0
hugeleberrt,1.0
bei,1.0
g-o-r-g-e,1.0
wuter-paint,1.0
dog-irous,1.0
mantel-piece,1.0
bwmg,1.0
interior,1.0
decorations,1.0
137,1.0
ered,1.0
th3,1.0
p3aches,1.0
oil-cloth,1.0
scoop-sliovel,1.0
138,1.0
nugklebernt,1.0
fmk,2.0
sealing-wax,1.0
^ainst,1.0
ofl,2.0
hbr,1.0
sfisirt,1.0
l-l,1.0
dowlmo,1.0
b0t8,1.0
139,1.0
moou,1.0
jicr,1.0
lier,2.0
moon-aud,1.0
sufeering,1.0
pros,1.0
byterian,1.0
r.-as,1.0
slic,1.0
odb,2.0
dec,1.0
thiotened,1.0
140,1.0
tiiat,1.0
ojt,1.0
bowling,1.0
whust,1.0
tbll,1.0
qot,1.0
hllf,1.0
bkptud,1.0
bih,1.0
poetical,1.0
effusions,1.0
141,1.0
taker,2.0
castks,1.0
142,1.0
o^i^^mtuh,1.0
im|m,1.0
geangerford,1.0
douglass,1.0
oranobrtobd,1.0
144,1.0
ffwfleuerrr,1.0
fmif,1.0
frivolishnoas,1.0
wea,1.0
mannered,1.0
cloud-bank,1.0
decanters,1.0
nixed,1.0
mad.-m,1.0
mie,1.0
arank,1.0
mito,1.0
twerty-fiye,1.0
wur,1.0
tht,1.0
owu,1.0
uiggei,1.0
4l,1.0
arrawcraor,1.0
146,1.0
becaubo,1.0
emmelino,1.0
niggerb,1.0
kiu-folkd,1.0
brouglit,1.0
fivo,1.0
shejjherdaons,1.0
granger,1.0
fords,1.0
toumo,1.0
babitkt,1.0
bhicphxrdboir,1.0
advektuses,1.0
euckleberry,1.0
selves,3.0
iiib,1.0
ohahloitb,1.0
feudb,1.0
147,1.0
recjcon,1.0
shepherd,1.6666666666666667
sou,1.0
buck-shot,1.0
a-liying,1.0
a-horsebaok,1.0
chaira,1.0
mmm,5.0
149,1.0
scat,1.0
wes,1.0
aks,1.0
abkxd,1.0
mx,1.0
ufbs,1.0
ubr,1.0
oibe,1.0
deyis,1.0
jiim,1.0
up.idd,1.0
riiiii,1.0
wmmmp,1.0
recovering,1.0
161,1.0
agitt'n,1.0
we's,1.0
patchin,1.0
162,1.3333333333333333
bosses,1.0
thfe,1.0
jitrlilllilfiffi,1.0
168,1.3333333333333333
filb,1.0
154,1.0
horsesl,1.0
inin,1.0
155,1.0
carious,1.0
beared,1.0
jurit,1.0
usy,1.0
missr,1.0
dpi,1.0
idg,1.0
itttnkleberrt,1.0
feoi,1.0
conafortable,1.0
lim,2.0
swnm,1.0
icnee,1.0
bull-frogs,1.0
ovrr,1.0
bidine,1.0
dat-tives,1.0
158,1.0
adventurer,1.0
nucrlebelirt,1.0
fmht,1.0
atreaks,1.0
str,1.0
cast,1.0
bunk,1.0
comea,1.0
bomeness,1.0
hoar,2.0
ness,4.666666666666667
k'chunk,1.0
isi,1.0
astronomical,1.0
theort,1.0
159,1.0
spir,1.0
woti'd,1.0
dorn,1.0
v.aa,1.0
hor,2.0
ftluae,1.0
currout,1.0
tlien,3.0
hfi,1.0
iiipos,1.0
iways,1.0
ub,1.0
bpark,1.0
thoy,3.0
thorn,1.0
shr,1.0
tucae,1.0
f.4,1.0
160,1.1428571428571428
ettckleberrt,1.0
day-break,3.0
cow-path,1.0
themj,1.0
0008,1.0
a-oovmo,1.0
nmmim,1.0
tumperanoe,1.0
rsriraz,1.0
m^^ztz,1.0
hardlv,1.0
zl7,1.0
t^,1.0
woolen,1.0
blu,1.0
home-init,1.0
ga,1.0
3-fo,1.0
flun,1.0
g-toiled,1.0
mae,1.0
bigfatratty-lookingcarpet-balr,1.0
brcrjl,1.0
obaps,1.0
thel,1.0
hnva,1.0
i^i,1.0
ticl,1.0
ta-^e,1.0
genjythe,1.0
enltell^'/wjirt^iri'st^-d,1.0
j0,1.0
rd,1.8
scatter'out,1.0
wpii,1.0
j-nat,1.0
youm,3.0
wen,2.0
a-runnin,1.0
uffin,1.0
sthepetofthev,1.0
o.enxt\tm,1.0
rumn.ies,1.0
nt^l,1.0
i^^t-ten,1.0
imzrltt,1.0
wifh,1.0
momin,1.25
thfj,1.0
andhorses,1.0
a'nd,1.0
t^z,1.0
ifthl,1.0
``,1.0
r's,1.0
ridere,1.0
rs,2.0
breakfast-i,1.0
sff,1.0
iiucklebeeet,1.0
lino,1.0
theatre-actor,1.0
ray,1.3333333333333333
camp-meetin,1.0
wound,1.0
alaa,1.0
heav,1.0
mk,1.0
163,1.0
tia,1.0
gp,1.0
mid,2.0
vlhq,1.0
couldu't,2.0
bt,1.5
bisbts,1.0
ak,1.0
dukx,1.0
164,1.0
bilgewatcr,1.0
thal,1.0
jwl,1.0
-i.-,1.0
.i,1.0
165,1.0
derin,1.0
butterin,1.0
kuo,1.0
liim,7.5
i'cal,1.0
allov.cd,1.0
i.atb,1.0
daufhin,1.0
i.j,1.0
166,1.0
vhile,1.0
by-and~b,1.0
mjn,1.0
lilo,1.0
h-fev,1.0
wiir,1.0
uso,1.0
boin,1.0
warr,1.0
eayy,1.0
uat,1.0
iiand,1.0
uncomfortableneas,1.0
jfiothing,1.0
dou't,2.0
u^e,1.0
learut,1.0
thdir,1.0
avo,1.0
day-time,4.25
th-^y,1.0
livo,1.0
huoeleberrt,1.0
light—it,1.0
tick-better,1.0
urt,1.0
liko,2.0
tismyfate,1.0
by-and-by-that,1.0
know-and,1.0
rmtm,1.0
latino,1.0
169,1.1666666666666667
hud,2.5
a.^z-bum,1.0
bumble-umble-um,1.0
bum-bum-bum-bum-and,1.0
qu,1.0
t-and,1.0
ln't,1.0
glarin,1.0
flittenng,1.0
outside-i,1.0
8torm,1.0
hiding-quarters,1.0
in/.o,1.0
170,1.0
tef,1.0
hucelfbfpp.t,1.0
wnn,1.0
montalbun,1.0
tare,1.0
lank,1.0
charac,1.0
twonty-fivi,1.0
divining,1.0
dissipat,1.0
witch-spells,1.0
j.-urds,1.0
ay,1.6666666666666667
fullen,1.0
liuu,1.0
uiid,1.0
sword-fight,1.1666666666666667
iil,1.0
rome,1.0
hnb,1.0
anyr^-ng,1.0
iilge,1.0
7a,1.0
nntiiinfif,1.0
actn,1.0
muti,1.0
lued,1.0
fm,1.2
freezn,1.0
rom,1.0
kiug,1.0
coi,2.0
ulict,1.0
kino,2.5
oamp-meettng,1.0
171,1.0
jukes,1.0
bides,2.0
tlio,4.0
night-caji,1.0
night-shirfc,1.0
night-cap,1.0
pvq,1.0
th'^ifr,1.0
somethin,1.0
cuuje,1.0
sai,1.0
oung,1.0
camp-n,1.0
eting,1.0
wurth,1.0
ht,1.0
ci,1.0
ikc,1.0
littlo,1.0
ncern,1.0
penter,1.0
themeetin,1.0
ors,1.0
cked,1.0
lucc,1.0
handbn,1.0
witi,1.0
pio+^ures,1.0
orse,2.0
kinc,1.0
caup-mu,1.0
tht.e,1.0
dripp,1.0
173,1.0
foedinf,1.0
troughs,1.0
hies,1.0
wfis,1.0
avhero,1.0
liad,2.0
pilos,1.0
waterm,1.0
ions,1.0
wiii,1.0
sucks,1.0
siin,1.0
bonncts,1.0
linsey,1.0
woolsey,1.0
ooubtino,1.0
8lt,1.0
ptrate,1.0
meetino,1.0
178,1.2857142857142858
phitform,1.0
hhouting,1.0
migiit,1.0
a-a-me,1.0
buflfering,1.0
glonj,1.0
everywhores,1.0
tliere,1.0
traw,1.0
lioxt,1.0
hui,1.0
py,1.5
tiro,2.0
jurate,1.0
174,1.0
evckleberrt,1.0
collec,1.0
tion,3.8333333333333335
pacs,1.0
dways,1.0
lected,1.0
fob,1.6666666666666667
tkars,1.0
dure,1.0
minteit,1.0
175,1.0
jng,1.0
jie^d,1.0
iiorse,1.0
bills-and,1.0
lars,1.5
cern,1.0
ic,1.0
littlb,2.0
tob,1.5
r4,1.0
176,1.0
advmtmea,1.0
bvoklmnbrt,1.0
rim,1.0
w.th,3.0
1300,1.0
readmg,1.0
hkoly,1.0
orth,1.0
whoeve,1.0
t^r^ttt,1.0
auke,1.0
daymme,1.0
arope,1.0
mdshow,1.0
handtau,1.0
capturea,1.0
himnp,1.0
ge,1.0
handcufls,1.0
hopes,1.0
cor,1.0
reet,1.0
thing-we,1.0
thepow-wow,1.0
town-then,1.0
tabe,1.0
mucu,1.0
loam,1.0
romen,1.0
bull-you,1.0
m.ust,1.0
so-e-o-o-meo,1.0
sword-flght-the,1.0
dule,1.0
f5,1.0
tle.t,1.0
practlrino,1.0
buceleberey,1.0
gugss,1.0
cel'^brated,1.0
recollection's,1.0
frown,1.0
brows,1.0
hamlbt,1.0
bolimqut,1.0
jjand,1.0
hls,1.0
forchcad,1.0
stag,1.0
ger,2.2
jan,1.0
www,1.0
bamlet,1.0
179,1.0
arma,1.0
ns,2.0
andafter,1.0
fhaf,1.0
throl,1.0
ch,1.5
knocw,1.0
beiore,1.0
iplc,1.0
tx,1.0
ibc,1.0
booiia,1.0
lite,1.0
tul,1.0
bir^am,1.0
iiut,1.0
ijue,1.0
aad,3.0
uand,1.0
couniry,1.0
ksperean,1.0
garriok,1.0
chspel,1.0
boyal,1.0
tuliet,1.0
mr.garriok,1.0
mr.kean,1.0
0¥r,1.0
eichard,1.5
i^ean,1.0
renuest,1.0
dons,1.0
anrilfl,1.0
bhackly,1.0
r.^neerns,1.0
abo\o,1.0
mnnd,1.0
overflovc,1.0
white-domestic,1.0
dry-goods,1.0
genei-ly,1.0
mri,1.0
182,1.2857142857142858
jthff,1.0
euckleberbt,1.0
siderable,2.2
cuss-words,1.0
bacco,1.0
cbawleft,1.0
tneir,1.0
ing—they,1.0
ofe'n,1.0
auub,1.0
t0,1.0
pk'^s,1.0
evcrywhercs,1.0
luzying,1.0
dog-fight,1.0
turdentine,1.0
laimself,1.0
comer,8.5
184,1.1666666666666667
ffucrlfsberrt,1.0
gonfl,1.0
wliiskey,1.0
by-u,1.0
gv/yno,1.0
gwy,1.0
eiderble,1.0
rm,1.0
w.^iit,1.0
carryin,1.0
best-naturedest,1.0
arkansaw-never,1.0
nobodv,1.0
yeua,1.0
nog08,1.0
185,1.2
gona,1.0
ched,2.0
by-uiid,1.0
qi,1.0
huvc,1.0
ins,1.0
sm,1.0
hen,3.0
shcrb,1.0
1ourethohonntm,1.0
ftor,1.0
eall,1.0
erb,1.0
luy,1.0
tongne,1.0
gol,1.0
fllty-llve-and,1.0
-.tei,1.0
w-l,1.0
bred,1.0
monthlt,1.0
bogg,1.0
blackgnarding,1.0
sherbnn,1.0
stjl,1.0
r^v,1.0
oolockmabon,1.0
mu,1.0
home-he,1.0
miglt,1.0
ill^ic,1.0
2.0,1.0
1.6,2.0
photographic,1.0
cbrporation,1.0
14580,2.0
872-4503,2.0
mp,1.0
186,1.0
sherbum,1.75
hunyiug,1.0
0h,2.0
oolonel,1.0
187,1.1666666666666667
th£y,1.0
rawed,1.0
bweet,1.0
gentle-looking,1.0
bcrouging,1.0
ehoving,1.0
b0g08,1.0
taint,1.0
telung,1.0
188,1.2
nucelenernt,1.0
dowu,1.5
'as,1.0
32l,1.0
sher,1.0
burn,1.0
cliildren,1.0
nig,2.5
bhsbburn,1.0
stif8,1.0
190,1.0
adveyrvnes,1.0
huckleberiit,1.0
film,1.0
outgaze,1.0
yom,1.0
people-whereaa,1.0
dark-and,1.0
bnng,1.0
man-buck,1.0
there-and,1.0
man-like,1.0
attesnilki,1.0
191,1.0
nobb,1.0
therc-shonts,1.0
youve,1.0
fra,1.0
joa,1.0
lound,1.0
are-.o~r,1.0
-and,1.5
yourbclvcs,1.0
hall-a-man,1.0
ragmg,1.0
youtc,1.0
piti.ulcst,1.0
is-a,1.0
flgut,1.0
thc.r,1.0
the.r,1.0
temath,1.0
p.t.fulncss,1.0
ym,1.0
crawlin,1.0
w.u,1.0
bonthem,1.0
rng,1.0
.^and,1.0
-toss,1.0
h.s,1.0
teanng,1.0
eyery,1.0
lookmg,1.0
toler,1.0
wetto,1.0
21,1.5
p.ece,1.0
telhng,1.0
192,1.0
lome,2.0
under-shirts,1.0
comfortable-there,1.0
them-and,1.0
btood,2.0
liest,1.0
ring-master,1.0
centre-pole,1.0
ring-maater,1.0
ring-said,1.0
intoxication,1.0
193,1.0
liui,1.0
t^.ow,1.0
wus,1.0
bure,1.0
uk,1.0
8hed,1.0
8evinteen,1.0
fultb,1.0
nuckledennt,1.0
fiktt,1.0
boon,2.3333333333333335
taoro,1.0
icas,1.0
ring-mas,1.0
aaleep,1.0
shakspeare,1.0
wrapping-paper,1.0
wmmm,1.0
terillino,1.0
195,1.0
camelopard,1.0
admitted,1.0
su^j,1.0
arkansawl,1.0
jut,1.0
lld.yhimanat1.cl,1.0
mgw.ah,1.0
tain,1.0
pectations,1.0
btreaked-and-striped,1.0
haw,1.0
hawed,1.0
triqkdt,1.0
bold,1.0
197,1.0
aready,1.0
allv,1.0
fine-looking,1.0
thc,2.0
laughing-stock,1.0
ight,2.0
bhow,1.0
per,2.8333333333333335
fumery,1.0
198,1.0
nwuilvv,1.0
isiyhl,1.0
pm,1.0
nukhhik,1.0
w/m,2.0
iijjt,1.0
muld,1.0
tbbib,1.0
bulgkd,1.0
iiini,1.0
iiininm,1.0
bofal,1.0
comparisons,1.0
199,1.0
wagon-loud,1.0
sprise,1.0
sayi,1.0
ouru,1.0
nioro,1.0
headl,1.0
choiy,1.0
oum,2.0
lio,1.0
ov.t,1.0
shov,1.0
nc,1.0
worso,1.0
nov,3.0
tolcrble,1.0
bknkt,1.0
trii,1.0
clobti,1.0
b08t0k,1.0
banboii,1.0
0et8,1.0
201,1.0
v/ao,1.0
sk'yarlet-fever,1.0
powf,1.0
ul,1.25
202,1.1428571428571428
a-sprawliu,1.0
ker-uam,1.0
a-trernblin,1.0
open'de,1.0
su,1.0
iden,1.0
ogive,1.0
eu,2.0
ck^jdt,1.0
illage,1.0
kno,1.0
outfit-it,1.0
theatre-paint,1.0
babmlesa,1.0
fetcli,1.0
bcust,1.0
way-meaning,1.0
town-been,1.0
smm,1.0
thet,1.0
pa88en0eb,1.0
205,1.0
aoolrnub,1.0
niighty,1.0
206,1.0
huceleberrt,2.0
tays,1.0
arc,1.0
2or,1.0
bcsidea,1.0
latter,1.0
faiblt,1.0
bmptncd,1.0
touno,1.0
thingc,1.0
mlh,1.0
208,1.1666666666666667
sometimca,1.0
hurvey,1.0
wliero,1.0
wilkees,1.0
ofie,1.0
oribf,1.0
209,1.0
17,1.3333333333333333
ned,1.3333333333333333
duko,2.0
siiid,1.0
siie,1.0
wa.i,1.0
tivc,1.0
laud,1.0
ca'm,1.0
whey,1.0
titem,1.0
14,1.2857142857142858
brotbxb,1.0
210,1.0
anventuiies,1.0
uucklebeunt,1.0
u8,2.5
iff,1.0
dnvo,1.0
mengethered,1.0
a-cryinp,1.0
yoi,1.0
gee,1.0
soop,1.0
iddle,1.0
soldier-march,1.0
sj,1.0
otting,1.0
btreet,1.0
ooj,1.0
allla,1.0
kmg,1.0
uad,1.0
private-i,1.0
it-and,2.0
bbt,1.0
212,1.0
cimirs,1.0
orlears,1.0
fore,1.4
vv'hen,1.0
runn'ng,1.0
lbakino,1.0
amomo,1.0
213,1.0
misa,1.0
cio\7d,1.0
v/ould,1.0
tuke,1.0
eased,1.0
to-wit,1.0
ecv,1.0
eucker,1.0
kobinsou,1.0
bartlsy,1.0
kobinson,1.0
a-huntiiig,1.0
bing,1.0
passelof,1.0
blatted,1.0
214,1.0
dwellmg-house,1.0
biljy,1.0
representa,1.0
tives,1.0
thish-yer,1.0
satisfifi,1.0
hewafl,1.0
sicku^an,1.0
ga^^h^w,1.0
215,1.0
body—then,1.0
defiisit,1.0
liave,1.0
jackets,1.0
ain'fe,1.0
euspicions,1.0
etacked,1.0
throe,2.0
pile—twenty,1.0
makina,1.0
osmbit,1.0
216,1.0
tite,1.5
fiiw,1.0
these-yer,1.5
brothei-s,1.0
roj,1.0
scch,1.0
thinjc,1.0
issiiag,1.0
eoino,1.0
sr^^,1.0
iuuabsgaai,1.0
oroies,1.0
217,1.0
diceased,1.0
ehher,1.0
ing—in,1.0
isoased,1.0
invittd,1.0
rerpcctcd,1.0
hisf,1.0
uneral,1.0
orgiess,1.0
jiuts,1.0
righ,1.0
invito,1.0
cm,2.0
uu,1.0
term-but,1.0
inter,1.3333333333333333
loorst,1.0
jawed,1.0
r'ar,1.0
wnka,1.0
218,1.0
shoyed,1.0
wilks's,1.5
toas,2.0
linge,1.0
doctob,1.0
investment,1.0
219,1.0
iferc,1.0
hare,1.0
time's,1.0
ths,1.0
sao,1.0
komxt,1.0
amppff,1.0
lli,1.0
tnink,1.0
guitar,1.0
kmck,1.0
knacks,1.0
turb,1.0
cubbt,1.0
ww,1.0
221,1.0
eide,1.0
oniery,1.0
tip-top,1.0
ho.v,1.0
juct,1.0
niggera,1.0
bhe,1.0
have-he,1.0
ycs-regulur,1.0
ouru-on,1.0
bupper,2.0
harb-lr,1.0
222,1.0
nucklebeiillt,1.0
fint,1.0
sht,1.0
ftield,1.0
hatha,1.0
nvlther,1.0
thava,1.0
cleroy,1.0
223,1.0
tfaosepcw,1.0
omrw,1.0
hia'n,1.0
yv'hat,1.0
plate-and,1.0
heen,1.0
hare-1-why,1.0
224,1.0
huokleberrt,2.0
waru't,2.5
injnn,1.0
honmt,1.0
injdh,1.0
site,1.0
affkett,1.0
fftr,1.0
225,1.0
maim-always,1.0
bomebody,1.0
bonio,1.0
suy,1.5
sfltrf-that,1.0
suying,1.0
rcptle,1.0
way-but,1.0
beautifu,1.0
tsays,1.0
orm,1.0
ry,1.0
out-for,1.0
sl,2.0
22,1.2857142857142858
uttcelebeert,1.0
no-that,1.0
no-1,1.0
daa,1.0
tbi,3.0
dvkb,1.0
i.ooks,1.0
tmdxr,1.0
etding,1.0
227,1.0
i't,1.0
roached,1.0
whoopin'-up,1.0
easy-given,1.0
pas,1.0
eel,1.0
flttflerin,1.0
228,1.0
suckleberrt,1.0
deeper-did,1.0
oj,1.0
evevjthhis,1.0
sha,1.25
notlung,1.0
allbut,1.0
luys,1.0
suffrers,1.0
scon,1.0
it-which,1.0
slid-the,1.0
a^d,1.0
suflcr,1.0
est,1.5
thfnk-aere,1.0
thcus'n,1.0
thous,2.3333333333333335
p^^ia,1.0
jdm,1.0
monet,1.0
229,1.0
bomewheres,1.0
btrck,1.0
homst,1.0
iiifffiifiiiiina,1.0
kv,1.0
tip-toed,1.5
hoth,1.0
cback,1.0
dinrao-room,1.0
doob,1.0
231,1.0
thera,1.0
zo,1.0
beforo,1.0
wanlcd,1.0
catched-catcbed,1.0
t'^^^^'ll,1.0
ncghhors,1.0
wae,2.0
g.r,1.0
mmute,1.0
girb,1.0
232,1.0
passage-ways,1.0
mclodeum,1.0
ac,2.0
cording,1.0
beem,1.0
untihrtakkb,1.0
satisfying,1.0
233,1.0
ofif,3.0
rati,1.0
keej,1.0
baxr,1.0
234,1.0
hucklbbbrry,1.0
congregration,1.0
heartache,1.0
noontime,1.0
other's,1.0
235,1.0
footed,1.0
broad-day,1.0
morn,3.6
yister,1.0
jly,1.0
ikat,1.0
286,1.4
adventunes,1.0
huckleberiiy,1.0
onco,1.0
sfie,1.0
sposing,1.0
sa3,1.0
237,1.0
mwino,1.0
ont,2.5
iommt,1.0
238,1.1666666666666667
adyenture8,1.0
cnssed,1.0
ly-and-by,1.0
getting-np,1.0
adder,1.0
ami,1.0
parkinj,1.0
gf,1.0
abear,1.0
niggers-i,1.0
more-and,1.0
240,1.0
adventuref,1.0
nuckleberrt,5.0
conld,1.5
stndying,1.0
weeks-^here,1.0
241,1.0
nneles,1.0
all-they,1.0
couples,1.0
frauds-regular,1.0
timn,1.0
times-and,1.0
second—yfq,1.0
oert'niy,1.0
imki,1.0
ahoni,1.0
imdisnation,1.0
242,1.0
anventures,1.0
eucklebeuny,1.0
you've,2.0
rino,1.0
tbim,1.0
saai,1.0
biwmiii,1.0
mart,1.0
decideb,1.0
243,1.0
a.nd,1.0
tug^.^^s,1.0
ary,1.0
thjm,1.0
mv,1.5
244,1.0
flinoothes,1.0
run-and,1.0
yourself-it,1.0
it-you,1.0
wboti,1.0
mina,1.0
vpa,1.0
evgk,1.0
parting,1.0
245,1.0
good-hye,1.0
opinron,1.0
iiattcry,1.0
baying,2.0
ffo,1.0
vvhat,1.0
them's,1.4
i'vs,1.0
iwl,1.0
ffhwi,1.0
lhw,1.0
oh-,1.0
246,1.0
huoeleberry,1.0
ail^ia,1.0
pw3mp,1.0
brain,1.6666666666666667
ivb,1.5
4w,1.0
haitner,1.0
urmffl,1.0
feifs,1.0
limihh,1.0
247,1.0
ilui,1.0
unclea,1.0
they^u,1.0
clerh,1.0
f-so,1.0
yot,1.0
mzuie,1.0
bay,1.5
pluribus-nnum,1.0
thefd,1.0
alv,1.0
248,1.0
adyentxntes,1.0
she'll,1.0
bobinson,1.0
249,1.0
stylo,1.0
6ome,1.0
kuowcd,1.0
euch,1.0
here^s,1.0
wj,1.0
i^,1.0
.v,1.0
eling,1.0
ahout,1.3333333333333333
huttermilk,1.0
comers,1.0
gent's,1.0
tbub,1.0
bb0thkb8,1.0
lfe,1.0
w^^,1.0
contested,1.0
relationhfftp,1.0
251,1.0
wull,1.0
car,1.75
pet-stuff,1.0
stoimboat,1.0
lieads,1.0
ffow^d,1.0
mornin'—va,1.0
l.1.i|m,1.0
ftn,1.0
agimuj,1.0
252,1.0
t^if,1.0
adventurma,1.0
ttuckljsbeitny,1.0
thtm,1.0
tliut,1.0
t^int,1.0
suyn,1.0
httck,1.0
liero,1.0
hnt,1.0
tm.\ih,1.0
comjlioca,1.0
avoxy,1.0
goul,1.0
