word,average
k'ft,1.0
tlii'so,1.0
ix,1.0
una,1.0
thia,2.0
veep,1.0
ticko,1.0
voral,1.0
lieve,3.75
xip,1.0
bucelebebry,1.0
spinningtruth,1.0
eorner,1.0
brother's,1.0
scr.wled,1.0
duke-and,1.0
r^obody,1.0
handwriting,1.0
255,1.0
wrotk,1.0
scrat^ches,1.0
canh,3.0
slution,1.0
ginning,1.0
h\x.i,1.0
256,1.2
huckleberby,1.0
br-helped,1.0
peraps,1.0
tatooed,1.0
bqushed,1.0
sud,1.0
den-and,1.0
notice-because,1.0
sponge-there,1.0
arrow-thafs,1.0
say—hey,1.0
goodl,1.0
p-b-w,1.0
didnh,1.0
257,1.0
rc-ot,1.0
butthe,1.0
u^er,1.0
iu.p,1.0
baya,1.0
word-just,1.0
shoiited,1.0
inarched,1.0
m.le,1.0
ha,1.6
nv,1.0
ourheels,1.0
eauroltl^ldt,1.0
y^^g,1.0
wild-cats,1.0
kt,1.0
fiirittk,1.0
leav,1.0
troxnd,1.0
k.nder,1.0
stu.ned,1.0
gbntlkmlin-akntlesiknl,1.0
tpbiam,1.0
258,1.2
euckleberr7,2.0
tatoo,1.0
nasky,1.0
buch,1.0
259,1.0
foi,1.3333333333333333
iiiiiliaaimlii,1.0
aai,1.0
iiiwfe,1.0
260,1.1666666666666667
abventurea,1.0
eucklebfrry,1.0
ffn.m,1.0
hd,1.0
eeom,1.0
jul,1.0
agaiv,1.0
af,1.0
thivt,1.0
chahl,1.0
i^-,1.0
wasu't,1.0
uow,1.0
sbb,1.0
kiko,1.0
8hareb,1.0
hnok,1.0
262,1.0
euoeleberry,1.0
thanwe'rf,1.0
absent,1.0
ruflfles,1.0
xqiet,1.0
rotal,1.0
263,1.0
know-xnaybe,1.0
nonsense-do,1.0
know-because,1.0
youiself,1.0
opkb,1.0
wsnt,1.0
1-leggo,1.0
l-i,1.0
ev,1.0
dul,1.0
oue,1.0
nnfiation,1.0
duke-answer,1.0
eback,1.0
blieve,1.0
lti't,1.0
m^ummmmmm,1.0
sammmmhhi,1.0
264,1.0
buceleberry,1.5
ttiv,1.0
dotie,1.0
uhead,1.0
duk,1.0
ifa,1.0
ythij.g,1.0
beeu,1.0
pr^r,1.0
iggers,1.0
bb,1.0
mieve,1.0
defeesit,1.0
onesuch,1.0
siill,1.0
snuffling,1.0
warl,1.0
deffersiis,1.0
vinger,1.0
mw,1.0
265,1.0
powc,1.0
rful,1.0
monc,1.0
y-bag,1.0
conrse,1.0
sn,1.0
jxm,1.0
da=^,1.0
dono,1.0
nped,1.0
thej,1.0
mesmerizer,1.0
eranisb,1.0
mobb,1.0
ominous,1.0
267,1.1666666666666667
tiiiiiking,1.0
neve,1.0
hcadw,1.0
togetlier,1.0
couuterfeit-money,1.0
shako,1.0
smdt,1.0
robbin,1.0
der,1.4
wii,2.0
u't,1.0
bullvraggiug,1.0
threatening,1.0
bass,1.0
nic,1.0
268,1.0
nugkleberry,1.0
fiet,1.0
wherebouts,1.0
btay,1.0
him^rs,1.0
i^d,1.0
13,1.1666666666666667
tellti,1.0
tiffisuxizmsim,1.0
pi,1.0
269,1.0
l^mxleans,1.0
no-sirree-,1.0
specu,1.0
lation,1.0
borc,1.0
scoun,1.0
drels,1.0
mel,1.0
na0itd,1.0
heayen,1.0
bin,1.0
thac,1.0
pikesviue,1.0
heing,1.0
qting,1.0
ei,1.5
iging,1.0
s^e,2.0
nis'n,1.0
host,1.0
fnend,1.0
jrmiir-jiirii,1.0
hriifi'iig,1.0
272,1.0
euckzeberbt,1.0
finlf,1.0
clotlies,1.0
ater,1.0
rhelps,1.0
thougu,1.0
8eeep,1.0
278,1.3333333333333333
llel-zo,1.0
otcr,1.0
hx^a,1.0
274,1.0
whore,2.0
satx,1.0
275,1.0
minu,1.0
btbikina,1.0
countbt,1.0
gobbling,1.0
276,1.0
7/om,1.0
8undat-likb,1.0
bmuke,1.0
theback,1.0
andsome,1.0
buildings,1.0
ble,1.0
soainn,1.0
honnd,1.0
acorner,1.0
water-melon,2.0
spinnmg-wheel,1.0
theni,1.0
dead-for,1.0
mest,1.0
purlicular,1.0
prov,1.0
dence,1.0
moulli,1.0
say-spokes,1.0
dogs-circle,1.0
binging,1.0
fol,1.0
mother's,1.0
identity,1.0
279,1.0
ean.e,1.0
ayi,1.0
grippcfl,1.0
gmiling,1.0
sta,1.0
ai/iv,1.0
glio,1.0
gabbed,1.0
shuok,1.0
ov,1.0
bcem,1.0
lig,1.0
childern,1.0
thon,2.0
wing,1.0
her^lf,1.0
gmi,1.0
expeotng,1.0
hb,1.0
bijaasd,1.0
hix,1.0
tisbt,1.0
na,1.0
iigg,1.0
ilm,1.0
l25,1.0
photdgraphic,1.0
sciencer,1.0
coiporation,1.0
280,1.1666666666666667
eucklebebrt,2.0
yes'm-say,1.0
wherc,1.0
eal,1.0
up-from,1.0
did'nt,1.0
grounding-that,1.0
olalally,1.0
babtist,1.0
rfirf,1.0
mortification-that,1.0
pst,1.0
281,1.2
snjs,1.0
aeo,1.0
sometluog,1.0
offleers,1.0
luneh,1.0
t10,1.0
nnes.y,1.0
mmd,1.0
p^p,1.0
chill,1.0
bufir,1.0
journ,1.0
justtell,1.0
cverymng-m,1.0
all-every,1.0
l8eoiwasnpabtump-andupitgood,1.0
ovittc,1.0
b.t,1.0
ahead-i,1.0
th^w,1.0
lo^her,1.0
tace,1.0
nabbed,1.0
che,1.0
lower-there,1.0
joko,1.0
clnldom,1.0
tri,1.0
:t,1.0
'now,1.0
butltwam'tnonsetoworry,1.0
butlust,1.0
go^djl^graciou,1.0
world.,1.0
have.,1.0
come^fhm,1.0
282,1.2
eugkleberrt,1.0
yow,1.25
knowledging,1.0
couldnh,1.0
terrible-just,1.0
terrible-something's,1.0
haint,1.0
eiver,1.0
7t,1.0
dilemma,1.0
283,1.0
bolt-head,1.0
fortable,1.6
tou,1.0
mokok,1.0
wa8,1.0
bawtbb,1.0
dllf,1.0
ntooer,1.0
stealer,1.0
advonturo,1.0
littb,1.0
pieeo,1.0
s.art,1.0
quarte,1.0
tat,1.0
vhing,1.0
fmt,1.0
zi,1.0
try.ng,1.0
slavery-and,1.0
jim-ou,1.0
kno'wwhatyou'llsay,1.0
l-dow,1.0
busine,1.0
i.^^,1.0
fet,1.0
arton,1.0
shmg,1.0
jlr,1.0
hld-and,1.0
mgg^r,1.0
heahr,1.0
stacks,1.0
rti,1.0
ioking,1.0
runlty,1.0
nsr,1.0
for^t,1.0
to'remember,1.0
tako,1.0
school-house,1.0
thavs,1.0
ning,2.0
afront,1.0
287,1.2
palk,1.0
suaded,1.0
hicks,1.0
ville,1.4
mb,1.6666666666666667
fbibuxb,1.0
288,1.2
advrnturea,1.0
owducious,1.0
l-p,1.0
aak,2.0
ycu,1.0
prettf,1.0
289,1.2
wou,1.0
b'liovo,1.0
theu,2.0
oskcd,1.0
toolc,1.0
astonish,1.0
290,1.0
thr,1.0
beany,1.0
niggor,1.0
prittt,1.0
lono,1.0
blbsglmo,1.0
rapscallj^is,1.0
kon,1.0
featttelts,1.0
291,1.0
fltruck,1.0
knowod,1.0
luke,1.0
eee,2.0
travellino,1.0
raii,1.0
hh,1.0
lii,1.0
292,1.0
euokleberrt,1.0
bumble,1.0
somehow—though,1.0
person's,1.0
aia't,1.0
tof,1.0
tittx,1.0
hopper,1.25
294,1.0
nugeleberry,1.0
fighting,1.0
wh-^t,1.0
295,1.0
tightness,1.0
wav,1.0
rageous,1.0
5,3.0
296,1.0
hugkleberbt,1.0
thrce-in-a-row,1.0
bhould,1.0
hoos,1.0
climbino,1.0
liobtnino,1.0
297,1.0
cnppled,1.0
door-you,1.0
doors-but,1.0
roman,1.0
tical,1.0
ghtnmg.rod,1.0
tliis,3.0
v.ith,1.0
jim-if,1.0
starting'for,1.0
wliilst,1.0
pitches,1.0
btrange,1.0
heve,1.0
witclied,1.0
runinng,1.0
affoine,1.0
graduly,1.0
puddle,1.0
oz,1.0
298,1.0
abventureb,1.0
huch,1.0
larc,1.0
wtio,1.0
c'am,1.0
tboubled,1.0
299,1.0
ugh,1.0
ngto,1.0
rand,1.0
scolo,1.0
ainh,2.0
zcw,1.0
notlm,1.0
ging,2.0
dai-k,1.0
wit0hb8,1.0
diflscult,1.0
beaded,1.0
iwxi's^w,1.0
801,1.0
arriingo,1.0
chanco,1.0
gchooliest,1.0
ments,1.0
ross,1.0
whei^.^r,1.0
gar,1.0
cabiu,1.0
802,1.0
pic,2.0
onb,1.0
antboritiss,1.0
rv,1.0
r^ses,1.0
ficttemes,1.0
303,1.0
sposo,1.0
jie,1.0
804,1.0
geoso,1.0
donjon-keei,1.0
pcns,1.0
nuiko,1.0
tlioir,1.0
jjieco,1.0
2'hct,1.0
goosc-ijuill,1.0
wkat,1.0
m^kes,1.0
aif,1.0
horities,1.0
platos,1.0
jiave,1.0
doe,1.0
brcakfast-hom,1.0
disicrjmikation,1.0
btealino,1.0
m5,1.0
auid,1.0
uh,1.0
lung,1.0
03,1.0
rcpri'scnting,1.0
jiris,1.0
oner,1.0
c'rfect,1.0
anytliing,1.5
d'tlerent,1.0
niggpr,1.0
brkakra8t-nork,1.0
brt,1.0
difeerenca,1.0
uil,1.0
u2s,1.0
earned,1.0
you-if,1.0
all-what,1.0
shovels-why,1.0
case-knife-and,1.0
a^-d,1.0
flf,1.0
is^is,1.0
307,1.0
tliavs,1.0
a11,1.0
founda,1.0
hiui,1.0
beet,1.0
kwhq,1.0
bmouchino,1.0
knivb8,1.0
weatherboarding,1.0
img,1.0
ehiud,1.0
louch,1.0
ni/^ht,1.0
dle,1.0
counterpin,1.0
eoimo,1.0
ltohtnino-rod,1.0
810,1.5
hnck,1.0
vould,1.0
gec,1.0
dands,1.0
caae-knifo,1.0
tfht,1.0
ivow,1.0
shuckd,1.0
iest,1.0
authori,1.0
ties,1.0
busi,1.0
aroimd,1.5
ei8,1.0
311,1.0
pick-ax,1.0
lur,1.0
bpoon,1.0
btealika,1.0
bfoomb,1.0
312,1.3333333333333333
thin£,1.0
bequest,1.0
posterity,1.0
313,1.0
com-cob,1.0
woog-pile,1.0
thiug,1.5
mto,1.0
couplo,1.0
uigger,1.0
pettmg,2.0
814,1.0
dey'd,1.0
beam,1.5
eich,1.0
it'fa,1.0
toh,1.0
astibes,1.0
rie,1.0
figure,1.0
315,1.0
ffannel,1.0
rubbage-pilo,1.0
rcbbage-file,1.0
laf^t,1.0
rnirt,1.0
317,1.0
lian,1.0
oshing-worm,1.0
war-whoop,1.0
hluo,1.0
bidd.n,1.0
hecause,1.0
hy,1.3333333333333333
clo'cs-linc,1.0
silas-you,1.0
sully,2.0
818,1.0
mnrf/w,1.0
gono-that,1.0
rata,1.0
moa—you,1.0
acknowl,1.0
to-morruw,1.0
aruminta,1.0
foding,1.0
flays,1.0
land's,1.0
nf,1.0
shee,1.0
cier,1.0
aneak,1.0
ulasdb,1.0
det,1.0
shbet,1.0
oonc,1.0
m0017tn0,1.0
amwnd,1.0
riglit,1.6666666666666667
ninning,1.0
luiet,1.0
lust,1.0
lishes,1.0
thut,1.0
bpoou,1.0
%,1.0
ireely,1.0
fd,1.8
betting-room,1.0
hir,1.0
myn,1.0
rat-holcb,1.0
vat-hole,1.0
820,1.0
adven'tu^es,1.0
coulu,1.0
mumbling,1.0
count-in,1.0
mmii,1.0
lili,1.0
i|li,1.0
[,1.0
ij|l|,1.0
bailing,1.0
321,1.0
sailing-orders,1.0
v.ouldn't,1.0
mixcd-up,1.0
tearinq,1.0
322,1.0
httckleberry,1.0
ancestera,1.0
mayflotver,1.0
ance8tebs,1.0
323,1.0
witch-pie,1.0
mafel,1.0
ijrisoner,1.0
inscrip,1.0
ami8,1.0
nufln,1.0
disii,1.0
325,1.0
coachant,1.0
lin^s,1.0
duncette,1.0
atto,1.0
book-means,1.0
diff6r6iic6,1.0
tion-said,1.0
v^.,1.0
j^ij,1.0
ii.mfc,1.0
326,1.0
euckleberby,1.0
ur,1.0
f^rml,1.0
rf,1.0
ttta,1.0
ir.lee,1.0
ent,1.0
turty,1.0
erisud,1.0
louts,1.0
whence,1.0
wh.ch,1.0
talble,1.0
scrabb^b,1.0
midnigh,1.0
skilled,1.0
327,1.0
plun^b,1.0
thrm.gh,1.0
tottgh,1.0
prett,1.0
gr,1.0
nd^ue,1.0
piclc,1.0
000,1.0
w^tb,1.0
fcom,1.0
rubbaso,1.0
ican-to,1.0
328,1.0
z^,1.0
'^i^^^^l^^^^^^r,1.0
eandle,1.0
cruld,1.0
t.ck,1.0
lln,1.0
baek,1.0
bed-lcg,1.0
1.l,1.0
afearf,1.0
gooa,1.0
teen,1.6
graeious,1.0
tlf,1.0
wau,1.0
yc-easy,1.0
kmdness,1.0
tunk,1.0
rfl,1.0
teu,1.3333333333333333
try-thaf,1.0
ttoee,1.0
lum,1.0
tom-,1.0
/o,1.0
mouf-fer,1.0
lasihim,1.0
n.o,1.0
k.nd,1.0
unplearant,1.0
olort,1.0
329,1.0
xoant,1.0
bito,1.0
whali,1.0
sfe,1.0
bttttokb,1.0
thkib,1.0
taos,1.0
bullheaded,1.0
830,1.5
dad-blamcdcst,1.0
crcturs,1.0
bturb,1.0
rustic,1.0
tryiu,1.0
g'yarter-snakcs,1.0
ubout,1.0
rcck'n,1.0
jew-sharp's,1.0
jews,1.0
quicker'n,1.0
subject,1.0
331,1.0
ims,1.0
dcm,1.0
mara,2.0
wmit,1.0
twysto,1.0
bpring,1.0
starfn,1.0
ban,2.25
doau,1.0
cofeee,1.0
inbcriptions,1.0
ibriqation,1.0
832,1.0
pationco,1.0
leadened,1.0
moro,1.0
juat,1.0
villago,1.0
buliiost,1.0
saf,1.0
jamin,1.0
uiere,1.0
w^ould,1.5
cjrae,1.0
kiio,1.0
catcl.ing,1.0
iram't,1.0
cater,1.0
pillars,1.0
like-to,1.0
hornet,1.8571428571428572
kxefimo,1.0
timb8,1.0
.i|ll,1.0
l4.u,1.0
iwjwj,1.0
g^aig^g,1.0
834,1.0
nuckleberry,1.0
considci'blc,1.0
335,1.0
hav,1.0
bcriptions,1.0
iillowed,1.0
dibt,1.0
836,1.0
adven1ure8,1.0
hucelebebrt,1.0
non,1.0
namous,1.0
mullet,1.0
headed,1.7142857142857142
t^ive,1.0
prob,1.0
bly,1.0
anytvay,1.0
dvmmt,1.0
837,1.0
daty,1.0
i'in,1.0
leii,1.0
present,1.0
guise,1.0
wlien,1.0
pri,2.0
eoncr,1.0
eame,1.0
unnatuial,1.0
atid,1.5
brettnng,1.0
ctossbones,1.0
troxtblb,1.0
brbwino,1.0
iiuuiiuwmuuuiiiisim,1.0
333,1.0
adventured,1.0
bhc,1.0
jump.d,1.0
time-so,1.0
whirling,1.0
moraing,1.0
bonh,1.0
mray,1.0
tmre,1.0
ingean,1.0
wnd,1.0
northarda,1.0
fdse,1.0
nigger^s,1.0
leamre,1.0
teuing,1.0
iohoopjamboreehoo,1.0
feiend,1.0
cubboard,1.0
m^a,1.0
pi8hino,1.0
tbs,1.0
adrhlftmtes,1.0
bvcktbbumt,1.0
fim,1.0
840,1.0
anttien,1.0
lal'trrinto^i'm,1.0
dothos,1.0
repre^nt,1.0
d.sgu.se,1.0
batter,1.0
eom-pone,1.0
zzl,1.0
ntor,1.0
dl,1.0
righl,1.0
eomes,1.0
k^ly,1.0
a.,1.0
hcm,1.0
ne.t,1.0
notli'n,1.0
notl'n,1.0
ihcn,1.0
rrhat,1.0
:rdl7r=io.lo,1.0
sau,1.0
spol,1.0
stra.ght,1.0
thatsetting-room,1.0
sttjl,1.0
cro^d,1.0
ftlt,1.0
j^i,1.0
:rar,1.0
:rzf,1.0
bti,1.0
sc,1.0
vigilance,1.0
committee,1.0
841,1.0
va8,1.0
bvbbt,1.0
ohk,1.0
quh,1.0
rtraightofl,1.0
boforo,1.0
tltlrira^d,1.0
hegun,1.0
c.uu,1.0
btraiat,1.0
ioh,1.0
ese,1.0
sueh,1.0
zet,1.0
desper,1.0
adtand,1.0
slying,1.0
fewminutes,1.0
t.7™g,1.0
5^g,1.0
a^y^t,1.0
tcuestions,1.0
shawing,1.0
rrlks,1.0
seared,1.0
iz^l,1.0
cars,1.0
2rs,1.0
trickling,1.0
soe,1.0
bhinning,1.0
lea4,1.0
.to,1.0
coiald,1.0
eignal,1.0
848,2.0
t7e,1.0
trampinga,1.0
iang,1.0
som,3.0
cauqht,1.0
bflikthi,1.0
844,1.0
wcur,1.0
doga,1.0
dog5,1.0
suid,1.0
theii,1.0
noiao,1.0
oblceged,1.0
bounds,1.0
mau,1.0
tslavo,1.0
iluck,1.0
bcnutiful,1.0
pkn,1.0
considerblc,1.0
vro,1.0
dune,1.0
advises,1.5
tor,1.0
846,1.0
uemminc,1.0
bef,1.0
dcior,1.0
hie,1.5
car^oe,1.0
ilio,1.0
cunoe,1.0
advi8e8,1.0
iaasmlf,1.0
twe,1.0
ick,1.0
ift,1.0
n1,1.0
ui'lcmoon,1.0
notliing,2.5
kuow,1.0
evenmg,1.0
surprisf,1.0
phclpses,1.0
adventuees,1.0
liunt,1.0
sur,1.0
prise,1.0
fll,1.0
s-yim,1.0
uight,1.0
vmole,1.0
sii.a8,1.0
danokb,1.0
bila8,1.0
349,1.0
ehoved,1.0
post-ofllcc,1.0
branching,1.0
jat,1.0
canoe-it,1.0
lauglicd,1.0
iliem,1.0
servo,1.0
danirell,1.0
we't,1.0
1:1,1.0
850,1.0
adventureij,1.0
ts,1.4
that-natcherl,1.0
loojc,1.0
jiole,1.0
a-sayin'-pass,1.0
you-'thout,1.0
7.e,1.0
nar^s,1.0
eveiything,1.0
ni-ger,1.0
hifl,1.0
kbs,1.0
uotohkns,1.0
botchkiss,1.0
351,1.0
tunh,1.0
e't,1.0
kivored,1.0
reukon,1.0
iis,1.0
aioay,1.0
irack,1.0
ifott,1.0
thievei,1.0
853,1.0
bweleberrt,1.0
groodnessgracionssakes,1.0
das'nt,1.0
sakcs,2.0
7ia,1.0
tc'dhor,1.0
ani,1.0
ftl,1.0
muw,1.0
iimw,1.0
|iu,1.0
|,1.0
|il,1.0
l|.i,1.0
jil,1.0
illtivt,1.0
ally,2.0
353,1.0
occa,1.0
eion,2.0
won^t,1.0
jtxnur,1.0
sallt,1.0
talks,1.0
hcok,1.0
wwpillli,1.0
854,1.0
vmnted,1.0
intend,1.0
anii,1.0
niglst,1.0
dow,2.2
rxiethiag,1.0
nothji,1.0
ie,1.0
hea,1.0
jeold,1.0
post-oflbce,1.0
allonved,1.0
bawtkr,1.0
wonin,1.0
xd,1.0
354,1.0
aj,1.0
8h,1.0
856,1.0
buceleberr7,1.0
ftify,1.0
am't,1.0
bull-dog,1.0
iers,1.0
nen,1.0
aes,1.0
atch,1.0
ly-time,1.0
doctors,1.0
357,1.0
anigh,1.0
faithf,1.0
uller,1.0
resking,1.0
dollars-and,1.0
8fiaki,1.0
358,1.0
nud,1.0
hitclied,1.0
nico,1.0
niggo,1.0
nigper,1.0
agrcod,1.0
tery,1.0
se,1.0
becauc,1.0
rotl,1.0
ftr,1.0
bleeping,1.0
tioned,1.0
bymptoms,1.0
firit,1.0
confesses,1.0
859,1.0
bleei,1.0
iiat,1.0
peacefuuer,1.0
vvhere,1.0
suj,1.0
anu,1.0
ubo,1.0
whuio,1.0
thiu,1.0
lere,1.0
fjid,1.0
jae,1.0
ired,1.0
we-^ks,1.0
lours,1.0
nght,1.5
snirt,1.0
oons,1.0
ites,1.0
nino-pan,1.0
tlmk,1.0
ictuio8,1.0
nonmmous,1.0
coked,1.0
aiiu,1.0
spo,1.0
woi,1.0
jckct,1.0
j1l,1.0
860,1.0
and.his,1.0
cat-convention,1.0
sajs,1.5
lu,1.0
noslave,1.0
creturthat,1.0
earthi,1.0
avnt,1.0
i'ollt,1.0
arrives,1.25
361,1.0
haa,1.0
yoti,1.0
adven'ure,1.0
nock-deep,1.0
unt,1.0
half-full,1.0
3d,1.0
hod,1.0
torus,1.0
aclcs,1.0
whcre,1.0
fuck,1.0
i^'twn,1.0
underhhat,1.0
mixed-upest,1.0
vm,1.0
ikinarit,1.0
862,1.0
eucklebebbt,1.0
undwstand,1.0
haye,1.0
creetur'sup,1.0
aays,1.0
touc,1.0
anot,1.0
bakd,1.0
thk.j,1.0
lettebb,1.0
363,1.3333333333333333
reckone,1.0
uothing,1.0
tb,1.3333333333333333
catchecl,1.0
vate,1.0
avhat,1.0
eva,1.0
aged,1.0
gers,1.0
brasr,1.0
ijut,1.0
reckened,1.0
bonbaos,1.0
payino,1.0
365,1.0
eick-room,1.0
sigvis,1.0
krowed,1.0
liaf,1.0
aint,1.25
tox,1.0
libbralitt,1.0
emn,1.0
t.j\o,1.0
ibe,1.0
adybmubeb,1.0
hmslbssbitt,1.0
fnm,1.0
t.r,1.0
neok,1.0
watoh-suarf,1.0
alwa,1.0
nothw,1.0
wnte,1.0
abont,1.0
kaowed,1.0
what7t™b,1.0
wonidn-t,1.0
ainft,1.0
agoingto,1.0
nl,1.0
tem'tory,1.0
beeanse,1.0
ahe-s,1.0
si^li,1.0
cthtt^elt,1.0
bwnl,1.0
#,1.0
vae,1.0
uue,1.0
pollv,1.0
aun,1.0
oally,1.0
iat,1.0
i-guard,1.0
rouble,1.0
lefore,1.0
'deed,2.0
'bout,2.0
’,29.0
all—which,1.0
'royal,1.0
would_they,1.0
'thout,1.0
emperor,1.0
you's,1.5
fst,1.0
mus,1.0
hel-lo,1.5
dey's,2.0
heah's,1.0
dat's,1.2
buck's,1.0
she's,1.0
showbills,1.0
courthouse,1.0
...................,1.0
..................,1.0
.............,1.0
................,1.0
dried,1.0
over-flowed,1.0
jimpson-weeds,1.0
tinware,1.0
white-washed,1.0
lady's,1.0
cameleopard,1.0
ring-streaked-and,1.0
george's,1.0
reptle,1.0
thous'n's,1.0
here's,1.0
no-sirree-bob,1.0
good-ness,1.0
watson's,1.0
plumes,1.0
jews-harp's,1.0
me't,1.0
house-thieves,1.0
wasn't,1.4
creetur's,1.0
gj^^ju,1.0
adven,1.0
tures,1.25
polly—tom,1.0
is—and,1.5
dou,1.0
book—which,2.0
onn,1.0
aeventuiies,1.0
fikn,2.0
apiece—all,1.0
round—more,1.0
sivilise,2.0
couliln,1.0
cramj,1.0
tiible,1.0
wam,25.666666666666668
iuice,1.0
swajjs,1.0
bulrushersand,1.0
considenible,1.0
ttie,1.0
bulrusileesr,1.0
wasn,10.333333333333334
lbarnikg,1.0
bulrushees,1.0
liss,2.0
giggles,1.0
mth,2.0
spelling,1.0
advextuees,1.0
lluckleiierry,1.0
finx,1.5
huckleberry—set,1.0
e^stara,1.0
shrivelled,1.0
iiuckleretiry,1.0
dowa,1.0
eloolc,1.0
boom—boom—boom—twelve,1.0
licks—and,1.0
again—stiller,1.0
trees—some,1.0
me-t/ow,1.0
sawyei,1.0
-r,1.0
ff'-fi,1.0
iym,1.0
i'jt,1.0
fiwfm,1.0
tii,1.0
-toeing,1.0
wiss,1.0
h'stened,1.0
moie,1.0
dasn,6.5
yd,1.0
jdaces,1.0
say—who,1.0
lyou,1.0
tiar,1.0
sumf,1.2
or|eeem,1.0
me—kind,1.0
i^ras,1.0
hml,1.0
bands,3.5
wked,1.0
12,1.1666666666666667
sawvtii,1.0
ijand,1.0
uolujells,1.0
lom,1.0
g-ang,1.0
mustn,5.5
qf,1.0
ihjjamiilies,1.0
heres,1.0
family—what,1.0
hmn,1.0
tiut,1.0
ahey^ed,1.0
ey,1.0
do—everybody,1.0
houses—or,1.0
urglary,1.0
diffe,2.0
sorned,1.0
fot,1.0
deep-law,1.0
aps,1.5
death—and,1.0
loos-i,1.0
so—that,1.0
ujade,1.0
say—do,1.0
no—nobody,1.0
teliows,1.0
jiuckleberry,1.0
hl,1.0
cheeps,1.0
uls,1.0
mijjs,1.0
atson,2.0
cduld,1.0
wats,1.0
cbset,1.0
lectdeb,1.0
uldn,1.0
hmk,1.0
adveytvres,1.0
fixn,1.0
pruy,1.0
5ays,1.0
nothin,2.0
meant—i,1.0
it—except,1.0
people—so,1.0
ag.iin,1.0
hel,1.0
igno,2.0
rant,1.5
iiadn,1.0
jmt,1.0
ragge.l,1.0
mcommon,1.0
pap—but,1.0
playi^,1.0
rotibers,1.0
waru,2.0
woultl,1.0
robl^ed,1.0
stuflf,1.0
jieople,1.0
monds,1.0
h.t,1.0
turuip,1.0
wirt,1.0
j-lut,1.0
dispersed,1.0
eam^s,1.0
oentes,1.0
geiiies,1.0
pose,8.666666666666666
ciin,1.0
it—or,1.0
mbs,1.0
abveytuties,1.0
tiucklbbbrry,1.0
it—and,4.0
more—they,1.0
wah,1.0
eubbino,1.0
natheads,1.0
more—if,1.0
wyer,1.0
somehow—perfect,1.0
wkt.l,1.0
writejust,1.0
multipli,1.0
cation,1.0
anyfurther,1.0
schor,1.0
bv-aud-by,1.0
sd,1.0
standit,1.0
vheneta,1.0
uuconnuon,1.0
biding,1.0
35,1.6
huckleberry—what,1.0
worrietl,1.0
6rst,2.0
advemviies,1.0
dovm,2.5
mj,1.0
v^ly,1.0
rurpr1b8d,1.0
ytm,1.0
37,1.5
all-nor,1.0
you-the,1.0
wtiy,5.0
i^-won,1.0
nothing—then,1.0
pro,1.5
perty,1.0
me—not,1.0
there—you,1.0
youi,3.0
ust,2.0
listkmno,1.0
qiiarter,1.0
hair-hall,1.0
ihis,1.0
superstition,1.0
a~gwyne,1.0
sidable,1.5
ufe,1.0
by-en-by,1.0
iiighl,1.0
rny,1.0
unex,1.0
pected,1.0
wiirn,1.0
colour,3.0
sb,2.0
.wed,1.0
papr,1.0
hesh,1.0
crawl—a,1.0
clothes—just,1.0
clothes—very,1.0
tike,1.0
hifalut,1.0
—who,1.0
efore,1.0
ihxy,1.0
a-swelung,1.0
youxaelf,1.0
hvckleberry,2.0
it—you,2.0
v\ashington,1.0
srnarty,1.0
uttle,3.0
better—i,1.0
n-glass,1.0
floor—and,1.0
airs—they,1.0
lie—that,1.0
here—mind,1.0
mej,1.0
now—so,1.0
to-morrow—i,1.0
cner,1.0
say—how,1.0
for—you,1.0
ag,1.0
.in,1.0
adveytures,1.0
ucij,1.0
vidow,1.0
thatchers,1.0
aways,1.0
rkroeminq,1.0
dailx,1.0
kaft,1.0
ein,1.0
it—don,1.0
une,1.0
cded,1.0
ju,1.25
ges,1.0
ume,1.0
s6,1.0
dnink,1.0
navi,2.0
gate,3.0
soie,1.0
fie,1.0
falijxg,1.0
fll0^f,1.0
cp.ach,1.0
obtima,1.0
oif,2.0
suited—this,1.0
38,1.0
vestulieii,1.0
stoi,1.0
ped,1.0
hick,1.5
lea,1.0
vb,1.0
39,1.25
g-d,1.0
judgerl,1.0
lin,1.0
comfout,1.0
chiinbly,1.0
wcirk,1.0
humour—so,1.0
sivilised,1.0
s-his-name,1.0
tminkinq,1.0
fetoh,1.0
thli^iko,1.0
oveb,1.0
skid,1.0
conldn,1.0
tke,6.0
abve'sttjitbs,1.0
htjcki^berry,1.0
him—a,1.0
hat—if,1.0
hat—but,1.0
refit,1.0
political,1.0
ecoifomt,1.0
i—such,1.0
wear—one,1.0
cane—the,1.0
awfullest,1.0
grey-headed,1.5
fessor,1.0
me—i,2.0
nigger—why,1.0
now—that,1.0
gpvment,1.0
gov,1.0
ghirted,1.0
otlier,1.0
oever,1.0
language—mostly,1.0
tubs,1.0
raibiso,1.0
ha^r,1.0
reclcon,1.0
the.jug,1.0
cheek—but,1.0
offl,1.0
wolv,1.0
tramp—tramp—tramp,1.0
tramp—tramp,1.0
t^au^p,1.0
me—don,2.0
off—they,1.0
forme,2.0
between'my,1.0
splits,1.0
tuniip,1.0
upt,1.0
you'bouti,1.0
wtiat,2.0
veyrures,1.0
atfjiie,1.0
rafts—sometimes,1.0
ej^e,1.0
somebody^laying,1.0
ziim,1.0
this—she,1.0
